CodeCityFacet	0
CodeCityBuildingProvider	1
CodeCityBuildingRasterizer	1
CodeCityGroundProvider	1
CodeCityGroundRasterizer	2
CodeCityWorldGenerator	0
CodeMap	0
CodeMapFactory	1
CodeMapHash	2
CodeMapNull	1
MapObject	1
DrawableCodePackage	1
DrawableCodeFactory	1
DrawableCodeClass	2
DrawableCode	1
CodeClass	0
CodePackage	1
CodeRepresentation	1
CodeScale	2
LinearCodeScale	1
SquareRootCodeScale	1
